WorkerId,Input.id,Input.original,Input.simplified,Input.system,Answer.adequacy,Answer.fluency,Answer.simplicity,ref1
7,2,"In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","In "" Marriages and Infidelities "" Oates uses short stories and novellas as inspiration for her work.",T5-3B,36,58,79,"Oates references short stories written by earlier writers in her book, Marriages and Infidelities. She does this by using the stories’ titles or themes and changing them to match her artistic goals."
10,3,"Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.","Two sisters, Leah and Chantrelle, and their friend Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. It arrives in London's Notting Hill before moving to the Midlands.",T5-3B,100,100,21,"Sisters, Leah and Chantrelle, and their acquaintance Hosanna ride a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. They arrive in London’s Notting Hill before moving to the Midlands."
0,3,"Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.","Two sisters, Leah and Chantrelle, and their friend Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. It arrives in London's Notting Hill before moving to the Midlands.",T5-3B,100,100,80,"Sisters, Leah and Chantrelle, and their acquaintance Hosanna ride a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. They arrive in London’s Notting Hill before moving to the Midlands."
1,3,"Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.","Two sisters, Leah and Chantrelle, and their friend Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. It arrives in London's Notting Hill before moving to the Midlands.",T5-3B,100,100,86,"Sisters, Leah and Chantrelle, and their acquaintance Hosanna ride a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. They arrive in London’s Notting Hill before moving to the Midlands."
2,4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","It was besieged repeatedly during the War of Restoration of Independence. During the siege of the city of Elvas led by the Spanish commander Don Luis de Haro in 1658, the fort stood out for its defenders'heroic resistance.",T5-3B,100,85,60,"Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance."
10,4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","It was besieged repeatedly during the War of Restoration of Independence. During the siege of the city of Elvas led by the Spanish commander Don Luis de Haro in 1658, the fort stood out for its defenders'heroic resistance.",T5-3B,77,100,0,"Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance."
0,4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","It was besieged repeatedly during the War of Restoration of Independence. During the siege of the city of Elvas led by the Spanish commander Don Luis de Haro in 1658, the fort stood out for its defenders'heroic resistance.",T5-3B,100,100,45,"Repeatedly attacked during the War of Restoration of Independence, it was during the attack on the city of Elvas that the fort stood out for its heroic resistance."
6,5,"Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.",Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia. It has a leaf-like body with thin ribs and spindle-shaped bodies.,T5-3B,36,100,100,"Nasepia looks similar to other types of fossils from Namibia, with a leaf-like body, thin ribs, and rod shaped bodies. However, it is different from other similar fossil classes because it has smaller petals and a different rib configuration."
7,5,"Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.",Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia. It has a leaf-like body with thin ribs and spindle-shaped bodies.,T5-3B,52,72,84,"Nasepia looks similar to other types of fossils from Namibia, with a leaf-like body, thin ribs, and rod shaped bodies. However, it is different from other similar fossil classes because it has smaller petals and a different rib configuration."
10,5,"Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia, with it having a leaf-like body with thin ribs and spindle-shaped bodies, however it differentiates itself from other taxa such as Pteridinium and Rangea in the sense that it has smaller petaloids and with the configuration of the ribs being sub-parallel to its axis.",Nasepia has an appearance similar to that of most other Erniettomorphs from Namibia. It has a leaf-like body with thin ribs and spindle-shaped bodies.,T5-3B,64,100,77,"Nasepia looks similar to other types of fossils from Namibia, with a leaf-like body, thin ribs, and rod shaped bodies. However, it is different from other similar fossil classes because it has smaller petals and a different rib configuration."
1,6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime and homicides in 2020 on progressives and liberals. Biden previously rejected calls to "" defund the police "", a slogan supported by racial justice protesters.",T5-3B,91,100,77,"Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters."
0,6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime and homicides in 2020 on progressives and liberals. Biden previously rejected calls to "" defund the police "", a slogan supported by racial justice protesters.",T5-3B,100,100,59,"Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters."
10,6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime and homicides in 2020 on progressives and liberals. Biden previously rejected calls to "" defund the police "", a slogan supported by racial justice protesters.",T5-3B,85,100,39,"Republicans blamed the increase in violent crime in 2020 and 2021 on Democrats. However, Biden has refused to “defund the police”, a slogan supported by racial justice protesters."
0,7,"After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.","After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections.",T5-3B,76,100,51,"After winning in 2019, his second term was marked by the COVID-19 pandemic and by tremendous instability, since his closest political friends, which he also endorsed, were corrupt."
2,7,"After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.","After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections.",T5-3B,75,100,90,"After winning in 2019, his second term was marked by the COVID-19 pandemic and by tremendous instability, since his closest political friends, which he also endorsed, were corrupt."
10,7,"After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.","After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections.",T5-3B,60,100,34,"After winning in 2019, his second term was marked by the COVID-19 pandemic and by tremendous instability, since his closest political friends, which he also endorsed, were corrupt."
10,8,"Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.","Musk stated that Twitter Blue's prices would be raised to around US $ 8.00 per month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.",T5-3B,100,100,10,"Musk said that Twitter Blue's price would increase to around US$8.00 per-month. He said it would  include less advertising on Twitter, the ability to post longer audio and video files, and verified account status."
6,8,"Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.","Musk stated that Twitter Blue's prices would be raised to around US $ 8.00 per month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.",T5-3B,100,100,50,"Musk said that Twitter Blue's price would increase to around US$8.00 per-month. He said it would  include less advertising on Twitter, the ability to post longer audio and video files, and verified account status."
7,8,"Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.","Musk stated that Twitter Blue's prices would be raised to around US $ 8.00 per month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.",T5-3B,64,71,54,"Musk said that Twitter Blue's price would increase to around US$8.00 per-month. He said it would  include less advertising on Twitter, the ability to post longer audio and video files, and verified account status."
10,9,"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","Elon Musk also announced the creation of a "" content moderation council "" to determine how the platform would handle free speech, and announced a moratorium on "" major content decisions or account reinstatements "" until then.",T5-3B,100,100,9,"Musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. He announced a delay of “major content decisions or account reinstatements"" until then."
6,9,"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","Elon Musk also announced the creation of a "" content moderation council "" to determine how the platform would handle free speech, and announced a moratorium on "" major content decisions or account reinstatements "" until then.",T5-3B,90,100,62,"Musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. He announced a delay of “major content decisions or account reinstatements"" until then."
7,9,"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","Elon Musk also announced the creation of a "" content moderation council "" to determine how the platform would handle free speech, and announced a moratorium on "" major content decisions or account reinstatements "" until then.",T5-3B,60,68,63,"Musk announced the creation of a “content moderation council” with diverse viewpoints in order to determine how the platform would deal with free speech. He announced a delay of “major content decisions or account reinstatements"" until then."
2,10,"The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.",The book has more than 200 newly commissioned colour photographs by the British architectural photographer Morley von Sternberg. There are also older images where needed to show buildings that have been significantly altered or demolished.,T5-3B,100,100,85,The book contains more than 200 newly commissioned color photographs by Morley von Sternbeg. It also contains older images which show buildings that were changed significantly or destroyed.
10,10,"The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.",The book has more than 200 newly commissioned colour photographs by the British architectural photographer Morley von Sternberg. There are also older images where needed to show buildings that have been significantly altered or demolished.,T5-3B,100,100,15,The book contains more than 200 newly commissioned color photographs by Morley von Sternbeg. It also contains older images which show buildings that were changed significantly or destroyed.
0,10,"The book is illustrated with more than 200 newly commissioned color photographs by the British architectural photographer Morley von Sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.",The book has more than 200 newly commissioned colour photographs by the British architectural photographer Morley von Sternberg. There are also older images where needed to show buildings that have been significantly altered or demolished.,T5-3B,100,100,86,The book contains more than 200 newly commissioned color photographs by Morley von Sternbeg. It also contains older images which show buildings that were changed significantly or destroyed.
6,11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.",The last president to run after leaving office was Theodore Roosevelt.,T5-3B,25,100,100,The last president who ran after leaving the presidential office was Theador Roosevelt. He came in second in the 1912 election as the representative for the Progressive Party. Herbert Hoover also tried to seek the Republican nomination after leaving office in 1933.
7,11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.",The last president to run after leaving office was Theodore Roosevelt.,T5-3B,25,64,97,The last president who ran after leaving the presidential office was Theador Roosevelt. He came in second in the 1912 election as the representative for the Progressive Party. Herbert Hoover also tried to seek the Republican nomination after leaving office in 1933.
5,11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.",The last president to run after leaving office was Theodore Roosevelt.,T5-3B,35,100,100,The last president who ran after leaving the presidential office was Theador Roosevelt. He came in second in the 1912 election as the representative for the Progressive Party. Herbert Hoover also tried to seek the Republican nomination after leaving office in 1933.
5,12,"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","On 5 November 2022, FIFA sent out a letter to all the nations in the FIFA World Cup, asking them to stop talking about Qatar's human rights problems and to "" focus on the football. """,T5-3B,100,100,100,"On November 5, 2022, FIFA sent a letter to all of its participating nations. This letter told them to stop discussing Qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”."
10,12,"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","On 5 November 2022, FIFA sent out a letter to all the nations in the FIFA World Cup, asking them to stop talking about Qatar's human rights problems and to "" focus on the football. """,T5-3B,84,100,51,"On November 5, 2022, FIFA sent a letter to all of its participating nations. This letter told them to stop discussing Qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”."
2,12,"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","On 5 November 2022, FIFA sent out a letter to all the nations in the FIFA World Cup, asking them to stop talking about Qatar's human rights problems and to "" focus on the football. """,T5-3B,80,100,100,"On November 5, 2022, FIFA sent a letter to all of its participating nations. This letter told them to stop discussing Qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”."
2,13,"Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.","Drone footage released by Islamic State showed bombs being dropped on an ammunitions facility in Deir ez-Zor, Syria. This was an area of contested control between the Islamic State and the Syrian government at the time.",T5-3B,100,100,75,Drone video from the Islamic State showed bombs being dropped on a bullet/rocket storage in a contested part of Syria.
10,13,"Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.","Drone footage released by Islamic State showed bombs being dropped on an ammunitions facility in Deir ez-Zor, Syria. This was an area of contested control between the Islamic State and the Syrian government at the time.",T5-3B,100,76,19,Drone video from the Islamic State showed bombs being dropped on a bullet/rocket storage in a contested part of Syria.
6,13,"Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.","Drone footage released by Islamic State showed bombs being dropped on an ammunitions facility in Deir ez-Zor, Syria. This was an area of contested control between the Islamic State and the Syrian government at the time.",T5-3B,100,100,60,Drone video from the Islamic State showed bombs being dropped on a bullet/rocket storage in a contested part of Syria.
7,14,"On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad, as Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.","On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad. Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.",T5-3B,77,77,59,"On November 2, 2022, Poland’s Minister of National Defence announced the creation of a barrier along the border of a Russian exclave. Poland believes Russia will use the border to transport illegal immigrants to Europe."
10,14,"On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad, as Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.","On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad. Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.",T5-3B,100,100,6,"On November 2, 2022, Poland’s Minister of National Defence announced the creation of a barrier along the border of a Russian exclave. Poland believes Russia will use the border to transport illegal immigrants to Europe."
5,14,"On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad, as Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.","On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad. Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.",T5-3B,100,100,50,"On November 2, 2022, Poland’s Minister of National Defence announced the creation of a barrier along the border of a Russian exclave. Poland believes Russia will use the border to transport illegal immigrants to Europe."
5,15,"Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",Major American and British oil companies reported record profits in 2022. They rewarded their shareholders with dividends and stock buybacks.,T5-3B,70,100,70,"American and British oil producers reported record profits in 2022. However, they rewarded their shareholders with the extra money instead of investing the money back into the business."
7,15,"Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",Major American and British oil companies reported record profits in 2022. They rewarded their shareholders with dividends and stock buybacks.,T5-3B,79,83,52,"American and British oil producers reported record profits in 2022. However, they rewarded their shareholders with the extra money instead of investing the money back into the business."
6,15,"Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",Major American and British oil companies reported record profits in 2022. They rewarded their shareholders with dividends and stock buybacks.,T5-3B,85,100,85,"American and British oil producers reported record profits in 2022. However, they rewarded their shareholders with the extra money instead of investing the money back into the business."
10,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","Between the announcement of the nomination and the start of hearings, the Judiciary Committee has an investigative stage. Committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",T5-3B,92,100,57,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
0,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","Between the announcement of the nomination and the start of hearings, the Judiciary Committee has an investigative stage. Committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",T5-3B,100,100,63,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
6,16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","Between the announcement of the nomination and the start of hearings, the Judiciary Committee has an investigative stage. Committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",T5-3B,100,100,75,"When the hearings start after nominations, the Judiciary Committee members and their staff look at the background of nominees."
10,17,"Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.","Unlike the first movie version, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger actress, and recast the story as a horror movie about the dog itself, Barbeau-Lavalette remained more faithful to the original book.",T5-3B,96,100,21,"In the first movie adaptation, Samuel Fuller removed Gary, replaced Seberg with a younger fictional actress, and made the story center on the dog. Meanwhile, Barbeay-Lavalette’s movie adaptation was closer to the original book."
0,17,"Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.","Unlike the first movie version, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger actress, and recast the story as a horror movie about the dog itself, Barbeau-Lavalette remained more faithful to the original book.",T5-3B,100,100,50,"In the first movie adaptation, Samuel Fuller removed Gary, replaced Seberg with a younger fictional actress, and made the story center on the dog. Meanwhile, Barbeay-Lavalette’s movie adaptation was closer to the original book."
7,17,"Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.","Unlike the first movie version, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger actress, and recast the story as a horror movie about the dog itself, Barbeau-Lavalette remained more faithful to the original book.",T5-3B,63,70,59,"In the first movie adaptation, Samuel Fuller removed Gary, replaced Seberg with a younger fictional actress, and made the story center on the dog. Meanwhile, Barbeay-Lavalette’s movie adaptation was closer to the original book."
7,18,"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct.","It is described as a darkly comedic bio-pic. Emilia Jones will play the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, "" Who Is Reality Winner? "".",T5-3B,53,73,81,"Emilia Jones will play the whistle-blower Reality Winner from a script written by Kerry Howley. It is based on her own feature, ""Who Is Reality Winner?""  and Fogel will direct."
5,18,"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct.","It is described as a darkly comedic bio-pic. Emilia Jones will play the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, "" Who Is Reality Winner? "".",T5-3B,60,100,100,"Emilia Jones will play the whistle-blower Reality Winner from a script written by Kerry Howley. It is based on her own feature, ""Who Is Reality Winner?""  and Fogel will direct."
6,18,"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct.","It is described as a darkly comedic bio-pic. Emilia Jones will play the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, "" Who Is Reality Winner? "".",T5-3B,66,64,67,"Emilia Jones will play the whistle-blower Reality Winner from a script written by Kerry Howley. It is based on her own feature, ""Who Is Reality Winner?""  and Fogel will direct."
10,19,"There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","The mediators, as well as some observers, think that this agreement is a step towards peace, but that true peace has not yet to be fully realized.",T5-3B,84,100,75,"There is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet."
1,19,"There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","The mediators, as well as some observers, think that this agreement is a step towards peace, but that true peace has not yet to be fully realized.",T5-3B,100,100,90,"There is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet."
0,19,"There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","The mediators, as well as some observers, think that this agreement is a step towards peace, but that true peace has not yet to be fully realized.",T5-3B,100,100,74,"There is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet."
5,20,"Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.","Unlike earlier major protests, which were violently quelled by Iran's government, the current protest, besides increased rights for women, has one main demand: the overthrowing of the Islamic Republic.",T5-3B,75,75,60,"Earlier major protests focused on election results or economic problems and were violently stopped by Iran’s government. In addition to increasing women’s rights, the current protest has one main demand: the overthrow of the Islamic Republic."
7,20,"Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.","Unlike earlier major protests, which were violently quelled by Iran's government, the current protest, besides increased rights for women, has one main demand: the overthrowing of the Islamic Republic.",T5-3B,62,75,80,"Earlier major protests focused on election results or economic problems and were violently stopped by Iran’s government. In addition to increasing women’s rights, the current protest has one main demand: the overthrow of the Islamic Republic."
10,20,"Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.","Unlike earlier major protests, which were violently quelled by Iran's government, the current protest, besides increased rights for women, has one main demand: the overthrowing of the Islamic Republic.",T5-3B,77,100,15,"Earlier major protests focused on election results or economic problems and were violently stopped by Iran’s government. In addition to increasing women’s rights, the current protest has one main demand: the overthrow of the Islamic Republic."
5,21,"In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","In a difficult situation, it encouraged him to study Graphic Design in 2007. He is now working as a Cinematographer in the movie industry, also having a lot of experience with photography and experience in the field of graphic design.",T5-3B,100,50,70,"A hard situation encouraged him to study Graphic Design in 2007. Since then, he’s been a Cinematographer in the film industry. He also has a lot of experience with photography and graphic design."
10,21,"In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","In a difficult situation, it encouraged him to study Graphic Design in 2007. He is now working as a Cinematographer in the movie industry, also having a lot of experience with photography and experience in the field of graphic design.",T5-3B,100,100,4,"A hard situation encouraged him to study Graphic Design in 2007. Since then, he’s been a Cinematographer in the film industry. He also has a lot of experience with photography and graphic design."
0,21,"In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","In a difficult situation, it encouraged him to study Graphic Design in 2007. He is now working as a Cinematographer in the movie industry, also having a lot of experience with photography and experience in the field of graphic design.",T5-3B,100,100,60,"A hard situation encouraged him to study Graphic Design in 2007. Since then, he’s been a Cinematographer in the film industry. He also has a lot of experience with photography and graphic design."
2,22,"In addition to farming, Corbin has expanded his business to include agritourism, using his farm to host weddings, host corporate meetings, and attract visitors to a large annual Christmas-themed display.","In addition to farming, Corbin has expanded his business to include agritourism. He uses his farm to host weddings, corporate meetings, and attract visitors to a large annual Christmas-themed display.",T5-3B,100,86,80,"Corbin has expanded his farming business to include agritourism. He uses his farm to host weddings, corporate meetings, and a large annual Christmas-themed display."
