id,original,simple,references,score,system
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",0.98473988791423,Human 1 Writing
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","in the movie, julie ledru plays julia, a young woman living in social housing who has a bad relationship with her mother. she is passionate about motocross, so she tries to take bikes for test rides by pretending to be a buyer.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",0.34559636949272726,Human 2 Writing
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","the movie stars julie ledru as julia, a young woman living in social housing. she loves the sport of motocross and wants to learn how to do it, but her mother does n't want her to do it, so she tries to find a job that will let her do it, but it will cost a lot of money.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",0.36977396039146,Muss
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","the movie stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother. she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",0.456912865238688,T5-3B
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team gained attention in their first game against england for not singing the national anthem in solidarity with mahsa amini. many iranian fans also showed their disapproval of the team as a representation of the government by cheering against the team and boycotting the match.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",0.3326800249789303,GPT-3-few-shot
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.","iranian players made news in their match against england when they did not sing the national anthem in support of mahsa amini protests. some iranian fans even cheered against their own team or did not watch their team in the protests, as they felt the team represented the government.","['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",0.5314270968121174,GPT-3-zero-shot
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.","the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.","['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",0.9832189168573607,Human 1 Writing
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team made headlines in their first game against england. they showed support for the mahsa amini protests by refusing to sing the national anthem. some iranian supporters did not cheer for iran or boycotted their country’s team because they believed that the team was representing the government.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",0.4543527260294778,Human 2 Writing
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem because of the ongoing protests in iran. many iranian people did not want to watch the team play because they thought the team should not be playing because of the protests.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",0.44208316798418323,Muss
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests. some iranian supporters cheered against their own team or boycotted their team.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",0.6566398383614708,T5-3B
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","theodore roosevelt was the last president to campaign for office after leaving the white house. he ran for president in 1912, representing the progressive party and coming in second. after he left office, herbert hoover did attempt to get the republican nomination at a few conventions.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],0.3659796632690539,GPT-3-few-shot
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","theodore roosevelt was the last former president to stand for election after leaving office. he was the presidential nominee for the progressive party in 1912 and came in second. after leaving office in 1933, herbert hoover tried to get the republican nomination at several conventions.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],0.4710433967104057,GPT-3-zero-shot
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.",the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.,['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],0.9340139376312466,Human 1 Writing
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","the last president to run after leaving office was theodore roosevelt, although herbert hoover did later seek the republican presidential nomination in 1933.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],0.3145703288447066,Human 2 Writing
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","the last president to run after leaving office was theodore roosevelt, who ran in the 1912 election and came in second. herbert hoover, the president of the united states, tried to run for president several times after leaving office, but he was not chosen by the republican party.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],0.42907163874845705,Muss
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.",the last president to run after leaving office was theodore roosevelt.,['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],0.2859600156398456,T5-3B
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","they imposed a fine of $400, or $100 per count of fraud, and three years of supervised release following the prison sentence.",['the sentence included a three-year supervised release and a fine of $400.'],0.36981684312340235,GPT-3-few-shot
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.",you will receive a fine of $400 for the fraud or $100 for each count. you will also be under supervised release for three years after the prison term.,['the sentence included a three-year supervised release and a fine of $400.'],0.3304973324743295,GPT-3-zero-shot
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.",the sentence included a three-year supervised release and a fine of $400.,['the sentence included a three-year supervised release and a fine of $400.'],0.8569597069597069,Human 1 Writing
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.",the sentence was a 400$ fine and a three-year supervised release after jail.,['the sentence included a three-year supervised release and a fine of $400.'],0.43325037707390646,Human 2 Writing
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","the sentence included a fine of $400, or $100 for each count of fraud. after the prison term, he was released on supervised release.",['the sentence included a three-year supervised release and a fine of $400.'],0.3398111151900339,Muss
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","the sentence included a fine of $400, or $100 for each count of fraud. he was sentenced to three-year supervised release after the prison term.",['the sentence included a three-year supervised release and a fine of $400.'],0.35879542492519323,T5-3B
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","abi (played by bolu essien) is featured in the sitcom series. at first, her supervisor was tough on her. however, she was promoted to acting manager when the manager traveled to another branch, and this gave her an opportunity to show her abilities at work.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",0.29114048132585685,GPT-3-few-shot
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","abi (played by bolu essien) had a difficult beginning at a top lagos advertising agency. despite this, she was promoted to become the temporary manager when the original manager had to go to a different branch.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",0.2587598614653087,GPT-3-zero-shot
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",0.9718915343915344,Human 1 Writing
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","the sitcom series is about abi, who gets a job at a top advertising agency in lagos. she eventually became acting manager after her hostile manager left to another location.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",0.44069205602239586,Human 2 Writing
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her manager, she soon got a chance to show off her talent when she was promoted to become the acting manager of the agency.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",0.33784201935009084,Muss
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.",the series features the story of abi (played by bolu essien) who gets a job at a top advertising agency in lagos. she soon gets a chance to shine at work when she is promoted to become the acting manager after the manager travels to another branch.,"['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",0.5547421423525305,T5-3B
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom ruled that the scottish government cannot hold another referendum on scottish independence without permission from the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",0.4406696070992116,GPT-3-few-shot
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the uk ruled unanimously that the scottish government does not have the authority to organize a second scottish independence referendum without permission from the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",0.516328606442478,GPT-3-zero-shot
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,"the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.","['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",0.9729874681063135,Human 1 Writing
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom denied scotland the opportunity to hold a second vote for independence without approval from britain.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",0.3783076426410092,Human 2 Writing
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom said that the government of scotland had no right to hold a second referendum on independence without the permission of the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",0.4575209550120573,Muss
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom ruled that the scottish government could not hold another referendum on scottish independence from the united kingdom without approval from the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",0.38975593806475706,T5-3B
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",ukraine's nuclear energy agency blamed russia for the shelling that damaged the infrastructure required for ukraine to resume energy production.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],0.35257208296423986,GPT-3-few-shot
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency stated that russia was responsible for shelling that had harmed the infrastructure necessary for producing energy for ukraine.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],0.5203035366878078,GPT-3-zero-shot
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],0.9801587301587302,Human 1 Writing
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency blamed russia for the attacks. they said the attacks damaged the energy production facilities that are important for ukrainian needs.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],0.4210361788540344,Human 2 Writing
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency said that russia was responsible for the attack. they said the attack had damaged the energy production infrastructure needed to restore production.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],0.6017608030239863,Muss
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",ukraine's nuclear energy agency said that russia was responsible for the shelling.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],0.5684963341188793,T5-3B
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","mediators and outside observers agree this agreement is a move towards peace, but true peace still has not been reached.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",0.4837184721522582,GPT-3-few-shot
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","many mediators and outside observers agree that this agreement is a step towards peace, but that true peace has not been achieved yet.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",0.5096068152775911,GPT-3-zero-shot
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",0.8811887254901961,Human 1 Writing
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","outside observers and mediators think that this agreement is a step towards peace. however, they think that true peace has not been fully realized yet.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",0.48114775963759343,Human 2 Writing
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","there is general agreement among the mediators that this agreement is a step towards peace. however, there is also agreement that true peace has not yet been realized.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",0.49552731949250745,Muss
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","the mediators, as well as some observers, think that this agreement is a step towards peace, but that true peace has not yet to be fully realized.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",0.4396626756658384,T5-3B
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","the goal of these missions is to put humans back on the moon and show the technologies and strategies that are necessary for further scientific research, like exploring mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],0.36374320533612575,GPT-3-few-shot
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","missions will be launched to return people to the moon and prove the technology and commercial practices that are necessary for additional scientific research, including exploring mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],0.3103926929906364,GPT-3-zero-shot
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.",these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.,['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],0.9940476190476191,Human 1 Writing
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.",these missions will reestablish a presence on the moon and show approaches needed for future scientific studies.,['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],0.3804404477101846,Human 2 Writing
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","these missions will try to bring people back to the moon. they will also show new technologies and ways to do science, so that people can find out if they can go to mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],0.4363684242689454,Muss
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],0.15725834193326454,T5-3B
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","two sisters, leah and chantrelle, and their friend hosanna took a steamboat from saint ann parish in jamaica to the united kingdom. they landed in london's notting hill, then relocated to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",0.5005285944995573,GPT-3-few-shot
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","leah, chantrelle, and hosanna boarded a steamship in jamaica to sail to the uk. they arrived in london's notting hill and then relocated to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",0.2348941418254388,GPT-3-zero-shot
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",0.9833333333333334,Human 1 Writing
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","two sisters, leah and chantrelle, as well as their friend hosanna catch a boat from jamaica to london. then, they will move to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",0.2506846428662236,Human 2 Writing
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","two sisters, leah and chantrelle, and their friend hosanna travel by steamboat from jamaica to the united kingdom. they arrive in london's notting hill before going to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",0.4460783620345688,Muss
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","two sisters, leah and chantrelle, and their friend hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom. it arrives in london's notting hill before moving to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",0.5183390588138872,T5-3B
56,united began seeking legal action over whether ronaldo had breached his contract and was looking to terminate his contract.,"united started looking for legal options regarding whether ronaldo broke his contract, with the aim of ending it.",['united started to see if ronaldo had legally broken his contract. they wanted to end his contract.'],0.37069350957630154,GPT-3-few-shot
56,united began seeking legal action over whether ronaldo had breached his contract and was looking to terminate his contract.,"manchester united started looking for a legal solution to the problem of whether or not cristiano ronaldo had violated the terms of his contract, with the intention of ending it.",['united started to see if ronaldo had legally broken his contract. they wanted to end his contract.'],0.43238736488871404,GPT-3-zero-shot
56,united began seeking legal action over whether ronaldo had breached his contract and was looking to terminate his contract.,united started to see if ronaldo had legally broken his contract. they wanted to end his contract.,['united started to see if ronaldo had legally broken his contract. they wanted to end his contract.'],0.9166666666666666,Human 1 Writing
56,united began seeking legal action over whether ronaldo had breached his contract and was looking to terminate his contract.,united sought legal action when ronaldo tried to breach his contract.,['united started to see if ronaldo had legally broken his contract. they wanted to end his contract.'],0.49401132404181186,Human 2 Writing
56,united began seeking legal action over whether ronaldo had breached his contract and was looking to terminate his contract.,united started legal action to see if ronaldo had broken his contract. they wanted to end his contract.,['united started to see if ronaldo had legally broken his contract. they wanted to end his contract.'],0.8071607380075122,Muss
56,united began seeking legal action over whether ronaldo had breached his contract and was looking to terminate his contract.,united began seeking legal action over whether ronaldo had breached his contract and was looking to terminate his contract.,['united started to see if ronaldo had legally broken his contract. they wanted to end his contract.'],0.07924812030075189,T5-3B
57,"unlike the first film adaptation, in which director samuel fuller entirely wrote out the character of gary, replaced seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, barbeau-lavalette remained more faithful to the original book.","director samuel fuller removed the character of gary and replaced seberg with a different actor in the first film adaptation. he also changed the story to make it a horror movie about the dog. in contrast, director barbeau-lavalette stayed true to the original book.","['in the first movie adaptation, samuel fuller removed gary, replaced seberg with a younger fictional actress, and made the story center on the dog. meanwhile, barbeay-lavalette’s movie adaptation was closer to the original book.']",0.465060061794214,GPT-3-few-shot
57,"unlike the first film adaptation, in which director samuel fuller entirely wrote out the character of gary, replaced seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, barbeau-lavalette remained more faithful to the original book.","the first film adaptation took several liberties with the original book, rewriting the character of gary, replacing seberg with a new actress, and refocusing the film as a horror movie based on the canine. however, director barbeau-lavalette stayed truer to the source material.","['in the first movie adaptation, samuel fuller removed gary, replaced seberg with a younger fictional actress, and made the story center on the dog. meanwhile, barbeay-lavalette’s movie adaptation was closer to the original book.']",0.36059311165908786,GPT-3-zero-shot
57,"unlike the first film adaptation, in which director samuel fuller entirely wrote out the character of gary, replaced seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, barbeau-lavalette remained more faithful to the original book.","in the first movie adaptation, samuel fuller removed gary, replaced seberg with a younger fictional actress, and made the story center on the dog. meanwhile, barbeay-lavalette’s movie adaptation was closer to the original book.","['in the first movie adaptation, samuel fuller removed gary, replaced seberg with a younger fictional actress, and made the story center on the dog. meanwhile, barbeay-lavalette’s movie adaptation was closer to the original book.']",0.9875000000000002,Human 1 Writing
57,"unlike the first film adaptation, in which director samuel fuller entirely wrote out the character of gary, replaced seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, barbeau-lavalette remained more faithful to the original book.","unlike the first film adaptation, which contained many changes, barbeau-lavalette’s film remained more faithful to the book.","['in the first movie adaptation, samuel fuller removed gary, replaced seberg with a younger fictional actress, and made the story center on the dog. meanwhile, barbeay-lavalette’s movie adaptation was closer to the original book.']",0.2795488063376289,Human 2 Writing
